"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
126.71,127.6,125.7,127.05,138725200,117.69
127.33,127.37,126.19,126.98,137409700,117.62
126.58,127.72,126.46,127.64,133975300,118.24
127.69,127.83,127.01,127.39,122519000,118
127.56,127.77,126.15,127.14,156034600,117.77
126.58,127.16,126.2,126.98,122401700,117.62
127.44,127.74,126.95,127.43,110287000,118.04
128.21,128.72,127.46,128.58,107929200,119.11
128.63,128.69,128.05,128.37,129048400,118.91
128.19,129.33,128.1,129.3,117677900,119.77
129.18,129.64,129.03,129.52,114401300,119.98
129.41,129.54,127.91,128.25,151958400,118.8
127.96,128.4,127.13,128.08,175745700,118.64
128.88,129.17,128.23,128.37,151462900,118.91
128.29,129.25,128.26,129.1,113715500,119.59
128.76,129.28,128.11,129.17,167552200,119.65
129.49,130.05,129.23,129.67,141281500,120.12
129.7,130.21,129.47,129.99,123302700,120.41
130.14,130.35,127.51,127.72,295637300,118.31
128.07,128.78,127.75,128.68,149249200,119.2
129.46,130.97,129.38,130.74,167194300,121.11
130.4,130.84,130.33,130.49,118323600,120.88
130.26,130.98,129.57,130.78,145886700,121.14
130.83,131.2,130.23,131.15,134634800,121.49
131.44,132.4,131.43,131.97,112439100,122.25
132.09,132.64,131.73,132.57,99072800,122.8
132.21,132.63,131.61,132.27,146436700,122.52
131.6,132.47,131.3,132.32,162708500,122.57
131.8,133.28,131.77,133.11,137710300,123.3
133.03,133.54,132.88,133.43,101690700,123.6
133.02,133.22,132.32,133.01,119575400,123.21
133.46,134.01,133.19,133.85,130183500,123.99
133.46,134.43,133.34,134.25,109810500,124.36
134.37,134.69,134.06,134.53,130002400,124.62
133.12,134.56,131.47,131.83,233116400,122.12
131.75,132.07,130.21,131.02,227584000,121.37
130.88,131.44,129.7,130.93,260431400,121.28
131.48,132.41,131.4,132.33,141686900,122.58
132.82,133.32,132.38,133.15,141585500,123.34
133.57,133.69,130.89,130.93,258565500,121.28
130.75,131.82,130.35,131.21,200277400,121.54
132.4,133.62,132.39,133.47,176480100,123.64
133.37,133.63,131.6,132.47,277202300,122.71
132.86,133.16,130.74,131.43,216790400,121.75
131.64,133,131.07,132.58,174615000,122.81
132.32,132.8,131.6,132.39,153806000,122.64
131,131.18,129.81,129.94,301291800,120.37
129.52,131.31,129.49,130.84,225621800,121.2
129.99,130.48,129.06,130.05,234974100,120.47
126.59,129.33,126.5,128.56,359585400,119.09
128.15,128.57,125.28,126.18,468670300,116.88
128,128.39,127.1,127.85,254303700,118.43
128.84,128.88,127.51,127.76,230435400,118.86
129.35,130.01,129.2,129.74,153992600,120.7
129.72,129.89,129.17,129.29,129538600,120.28
128.93,130,128.32,129.66,148603100,120.63
130.4,131.09,129.67,130.9,159129800,121.78
131.24,131.87,130.89,131.3,155642800,122.15
131.58,131.92,130.94,130.98,109762400,121.86
130.87,131.9,130.44,131.86,129798800,122.68
132.55,133.16,132.36,132.77,135835000,123.52
132.6,132.96,132.45,132.59,132537100,123.35
133.41,133.77,132.83,133.15,153850100,123.88
133.43,133.67,132.88,133.26,100768900,123.98
133,133.83,132.94,133.24,120791500,123.96
133.88,134,133.12,133.66,120411600,124.35
133.42,133.98,132.66,133.32,170731500,124.03
133.91,133.99,132.31,132.86,147945400,123.61
133,133.45,132.14,132.46,121385400,123.23
131.72,131.98,130.99,131.47,161187400,122.31
132.08,132.18,130.96,131.46,162059000,122.3
130.7,131.76,130.27,131.56,161220400,122.4
131.8,132.37,131.41,132.04,170006700,122.84
130.59,132.03,129.51,130.56,210759300,121.47
130.76,131.35,130.44,131.31,124258800,122.16
132.88,133.39,132.79,133.1,156133800,123.83
133.79,133.84,133.1,133.78,135935400,124.46
133.68,133.86,133.2,133.64,65757100,124.33
134.05,135.06,133.91,134.79,146600000,125.4
135.05,135.87,134.5,135.67,143031000,126.22
135.43,136.29,135.41,136.11,124791100,126.63
136.16,136.57,135.98,136.43,115094100,126.93
137.07,137.18,135.95,136.22,126278700,126.73
135.96,136.19,135.04,135.73,138375000,126.28
135.67,135.73,134.23,134.83,182678500,125.44
134.08,134.95,133.02,133.61,226900000,124.3
134.94,135.63,133.68,134.2,222787200,124.85
134.19,135.11,133.98,134.72,114104500,125.34
135.17,136.11,135,135.87,114806900,126.41
135.67,135.69,133.82,134.44,193564200,125.08
134.08,135.36,133.39,135.08,171550700,125.67
135.15,135.34,133.56,134.04,157444900,124.7
133.56,134.61,132.97,133.19,141675400,123.91
132.69,133.35,132.12,133.17,192686200,123.89
133.24,134.5,132.95,134.36,135217900,125
134.8,135.03,133.94,134.68,119489500,125.3
134.33,134.68,133.36,133.61,182594900,124.3
131.98,132.72,131.59,132.06,168700000,122.86
132.44,132.73,131.7,131.95,147199600,122.76
131.42,132.94,131.38,132.39,151050100,123.17
132.03,133.24,131.78,133,164850000,123.74
133.37,133.87,132.96,133.51,120921900,124.21
134.77,134.92,133.84,134.9,164731200,125.5
134.51,134.92,131.76,131.87,233094300,122.68
131.96,132.24,130.96,131.73,200466800,122.55
130.15,131.42,130.08,130.42,234690200,121.34
130.09,130.36,128.87,129.04,179951200,120.05
129.7,130.07,128.85,128.96,161660500,119.98
128.76,129.19,128.18,128.42,198696400,119.47
128.77,129.93,128.46,129.4,160964400,120.39
128.85,128.93,127.26,127.6,238629400,118.71
127.89,128.24,127.05,127.7,207599800,118.81
128.87,129.77,128.82,129.32,160570400,120.31
128.24,129.3,126.68,127.02,300958000,118.17
127.06,127.97,126.32,127.3,308032800,118.43
127.93,127.94,126.62,127.05,233284900,118.79
126.62,127.97,126.58,127.7,159479000,119.39
128.36,129.7,127.75,129.45,193157300,121.03
129.05,129.81,128.59,128.67,176703000,120.3
127.16,128.64,126.19,128.3,334286500,119.96
128.27,128.37,126.62,126.81,226129300,118.56
126.89,128.43,126.64,127.94,168904700,119.62
128.45,129.63,128.27,129.61,165556300,121.18
130.2,130.93,129.63,130.72,244295500,122.22
131.14,132.18,130.71,131.97,223322700,123.39
132.09,134.1,131.78,133.92,202385700,125.21
133.78,134.08,133.39,133.81,165936000,125.11
133.49,134.14,133.11,133.97,143331600,125.26
135.16,135.7,134.88,135.36,170464200,126.56
133.83,135.36,133.39,134.4,194100500,125.66
132.75,133.18,131.66,131.97,195918600,123.39
131.69,132.78,131.36,131.4,214675700,122.85
132.09,133.22,131.52,131.84,204062600,123.26
132.17,132.78,130.68,130.93,226111800,122.41
131.66,131.87,130.77,131.69,220012800,123.12
131.08,131.28,129.63,130.61,196872100,122.11
131.34,132.89,131.31,132.73,166554900,124.1
133.07,133.15,132.42,132.65,137145400,124.02
133.4,134.82,132.67,134.49,245246300,125.74
134.52,134.72,133.76,134.58,126019400,125.83
133.3,134.49,133.16,133.83,136653800,125.13
133.74,133.96,133.03,133.33,131278200,124.66
132.59,132.63,130.43,130.6,249020100,122.11
130.6,131.77,130.01,130.22,207939900,121.75
128.91,130.55,127.97,129.33,307038400,120.92
130.84,130.96,127.53,128.78,325790900,120.4
127.81,128.5,125.49,125.49,346653800,117.33
125.66,126.31,123.53,126.17,370830800,117.96
124.42,124.62,120.06,120.26,520721800,112.44
121.76,122.07,116.86,120.08,655619200,112.27
116.91,120.12,112.02,112.26,702263900,104.96
114.07,117.64,110.27,117.48,717828700,109.84
115.26,116.28,111.95,112.29,662607400,104.99
113.26,118.92,112.32,117.33,487979700,109.7
118.4,119.21,117.28,118.12,313731600,110.44
119.19,120.74,119,120.62,258810600,112.77
119.47,120.69,118.31,119.59,294095200,111.81
120.25,121.2,118.72,119.67,238201100,111.89
116.5,119.71,113.39,114.51,512956300,107.06
112.96,115.88,112.5,112.64,428281300,105.31
115.17,115.23,112.41,112.73,275090600,105.4
113.15,116.57,112.58,116.44,331136600,108.87
116.19,118.24,115.92,118.08,246869700,110.4
118.73,119.4,115.87,116.28,312365400,108.72
115.69,118.51,113.85,117.97,314495900,110.3
119.56,121.43,118.06,121.36,190977200,113.47
120.83,122.43,119.26,121.68,241315700,113.77
122.46,123.51,121.3,122.22,301828400,114.27
122.29,123.4,120.78,120.94,254585900,113.07
118.42,120.87,117.43,117.85,255517200,110.18
114.39,117.16,114.38,116.99,285130500,109.38
118.76,120.34,118.36,120.29,209803200,112.47
119.57,120.94,118.77,119.04,250568200,111.3
117.68,119.06,115.28,115.92,380195100,108.38
114.47,116.76,114.05,116.67,305793500,109.08
117.05,118.18,116.22,117.74,272514700,110.08
118.34,120.8,116.72,119.37,319389500,111.61
120.65,121.47,119.4,121.43,326777200,113.53
121.29,121.97,120.32,121.52,284528300,114.2
119.53,120.93,118.72,120.31,241517000,113.07
120.82,121.99,120.01,120.17,218932200,112.94
120.23,120.6,116.44,116.63,316251300,109.61
113.25,114.21,111.3,112.86,513911300,106.07
112.11,114.16,112.02,113.54,307242500,106.7
114.61,116.4,112.98,116.24,260673700,109.24
118.53,119.56,116.84,117.54,311753900,110.46
117.78,118.49,114.97,115.14,286696800,108.21
117.05,117.63,113.93,116.05,298108900,109.06
114.45,115.45,113.07,113.15,288392300,106.34
112.49,113.95,109.81,109.93,365136800,103.31
108.35,112.58,107.43,112.34,459177500,105.58
112.62,114.72,111.58,114.42,284108000,107.53
114.36,116.66,113.51,116.49,257800800,109.48
117.17,117.25,115.06,115.71,312657900,108.74
117.68,119.63,117.67,119.58,230666300,112.38
118.87,120.04,118.75,119.7,209088000,112.49
120.6,122.14,120.33,120.75,281544900,113.48
120.04,120.87,119.12,120.51,212538800,113.25
121.91,122.6,121.23,122.57,211397600,115.19
121.99,122.55,119.93,120.23,202311600,112.99
120.14,123.5,119.2,122.58,318857900,115.2
122.38,123.08,120.71,121.13,226601300,113.84
121.43,122.1,119.82,121.66,262075600,114.34
123.09,124.12,122.72,123.97,278999400,116.51
124.17,125.8,124.06,125.49,203215600,117.93
124.89,124.95,122.78,123.05,268596800,115.64
124.35,124.77,122.21,124.3,289053800,116.82
127.63,129.42,126.61,128.63,393220200,120.89
128,128.85,127.8,128.6,225906500,120.86
127.16,128.62,125.32,125.5,228146700,117.94
122.03,123.51,121.52,122,416565800,114.65
123.83,124.4,122.79,123.99,244717600,116.53
125.27,126.5,123.6,126.25,291174800,118.65
125.23,125.7,124.01,125.48,249401600,117.93
125.39,126.39,124.2,126.26,196617200,118.66
126.92,128.02,125.71,127.88,224426300,120.18
124.89,125.8,122.86,123.16,337982000,115.75
124.79,124.94,123.02,124.32,231866500,116.84
125.83,126.99,125.79,126.66,189924400,119.03
126.19,127.45,124.92,125.46,159258300,117.91
125.17,126.75,124.72,126.08,184709400,118.49
124.81,126.34,123.9,124.08,235782500,116.61
123.85,124.16,121.23,122.11,331219600,114.76
122.5,122.75,121.47,121.98,215580400,114.64
120.2,120.35,118.65,119.66,229611600,112.46
119.4,120.1,118.52,119.19,216494900,112.01
118.07,119.19,116.56,116.56,224329100,109.54
116.38,117.7,116.2,116.34,99557000,109.34
119.54,120.18,118.82,119.71,210686000,112.5
120.05,121,119.61,120.05,199241500,112.82
123.49,125.22,120,124.99,324439500,117.46
124.85,125.64,124.43,124.97,176954800,117.45
126.12,126.5,124.78,124.86,221109700,117.34
126.84,127.18,125.44,126.22,225263900,118.62
126.21,127.11,125.76,126.26,178842100,118.66
125.84,127.26,124.97,126.73,237802500,119.1
125.9,126.18,123.65,123.95,240862800,116.49
124.51,126.37,124.4,126.05,209111400,118.46
124.95,124.97,123.16,124.21,215826100,116.73
124.86,125.57,122.45,123.05,245159800,115.64
122.56,123.03,121.47,121.74,238618800,114.41
123.03,123.2,121.99,122.18,199109200,114.82
122.23,122.95,121.3,121.59,220481400,114.99
122.06,122.32,120.03,120.29,183903000,113.76
122.18,124.14,120.37,123.93,225418100,117.21
123.93,124.36,122.75,124.17,194230900,117.43
124.63,125.4,124.23,125.27,119465400,118.47
125.67,126.43,125.41,126.39,92187200,119.53
126.17,126.82,126.06,126.49,86075700,119.63
126.51,126.53,124.73,124.83,119107100,118.06
125.24,126.25,124.86,126.12,123507200,119.28
126.02,126.33,125.5,125.5,95599000,118.69
127.76,128.38,127.43,127.5,193697900,120.58
127.2,127.81,126.71,127.7,127186500,120.77
127.01,128.23,126.43,128.04,173895000,121.09
128.2,128.22,127.29,127.71,148050000,120.78
128,128.18,127.41,128.02,99530200,121.08
129.39,129.65,128.95,129.13,115282000,122.13
128.73,129.37,128.52,129.2,111540700,122.19
129.57,129.7,128.54,129.51,118983700,122.48
128.64,129.05,127.72,128.84,179836200,121.85
130.08,130.32,128.9,129.34,132209200,122.32
129.31,130.84,129.08,130.77,163395200,123.68
131.22,131.57,130.8,131.46,126328900,124.33
131.24,131.95,130.92,131.95,138230200,124.79
131.51,132.25,130.98,131.61,129295800,124.47
130.8,131.5,130.6,131.46,103083300,124.33
131.26,132.87,130.75,132.56,198613200,125.37
133.15,133.4,131.36,131.88,184880500,124.73
131.24,132.05,131.15,131.82,135259100,124.67
130.51,131.44,130.06,131.37,147311800,124.24
132.02,132.18,130.68,131.32,157212000,124.2
132.29,133.14,132.13,132.47,166234500,125.28
132.73,133.02,132.21,132.68,113090400,125.48
134,134.62,133.77,134.54,160598500,127.24
133.98,134.51,133.83,134.45,107694500,127.16
134.17,135.02,133.64,134.79,135528100,127.48
134.86,135.22,134.31,135.19,139361400,127.86
135.41,135.59,134.56,135.36,148602900,128.02
134.16,134.47,133.84,134.36,167907500,127.07
135.32,135.52,134.74,135.36,115841900,128.02
135,135.27,134.25,135.19,165329500,127.86
135.63,135.83,134.29,134.56,195195100,127.26
134.57,136.17,134.33,136.05,186567800,128.67
136.52,136.63,135.96,136.41,129869400,129.01
136.73,137.05,136.05,136.47,134042300,129.07
136.26,136.55,135.79,136.03,124455300,128.65
135.96,136.73,135.5,136.63,137704300,129.22
136.93,137.2,136.63,136.93,105539100,129.5
136.02,137.53,135.8,137.16,145728900,129.72
137.2,137.72,136.93,137.56,129355900,130.1
137.76,138.19,136.54,137.02,185934700,129.59
137.31,137.99,136.93,137.73,145023500,130.26
137.64,137.82,137,137.31,120638300,129.86
137.1,137.2,136.28,136.75,140765000,129.33
135.35,135.43,134.36,134.75,202129900,127.44
135.06,135.91,134.93,135.69,143692200,128.33
136.52,137.32,136.24,137.04,116968900,129.61
137.3,137.93,137.13,137.57,122836800,130.11
137.55,137.76,137.09,137.58,104003500,130.12
138.32,140.13,138.09,140.06,184090500,132.46
140.1,140.45,139.48,139.91,145163600,132.32
140.12,140.78,139.76,140.72,165118500,133.09
140.36,140.48,140,140.3,152893500,133.27
140.21,141.28,140.11,140.85,125291100,133.79
140.05,140.61,139.64,140.44,121729700,133.4
140.52,140.65,139.92,140.21,122388400,133.19
139.18,139.55,138.74,139.2,135216700,132.23
139.32,139.81,138.55,139.65,120521000,132.65
140.65,141.61,140.6,141.61,120164000,134.52
141.74,141.83,141.08,141.17,119868500,134.1
141.1,141.32,139.64,140.47,148562100,133.43
139.64,140.49,139.09,140.23,164963700,133.2
140.92,141.05,140.05,140.81,135486800,133.76
140.64,142.21,140.36,141.84,151741100,134.73
141.64,141.88,140.43,141.26,155806700,134.18
140.22,140.34,139.34,139.86,146896000,132.85
139.38,140.2,139.26,139.79,137439400,132.79
138.03,139.84,137.84,138.22,127555900,131.3
137.95,138.34,135.76,135.9,235360300,129.09
137.29,137.54,136.75,137,154133000,130.14
137.13,138.9,137.03,138.79,154321500,131.84
138.47,138.82,137.01,137.14,169246700,130.27
137.84,138.04,136.58,137.05,147825300,130.18
137.84,139.36,137.7,139.08,147877600,132.11
138.46,139.08,138.38,138.61,123884200,131.67
138.63,139.15,137.07,137.72,198666700,130.82
138.33,138.83,137.87,137.95,143199600,131.04
136.54,136.91,135.94,136.79,171844900,129.94
136.91,137.66,136.8,137.31,137484200,130.43
138.65,139.25,138.53,139.19,150252200,132.22
138.89,140.32,138.81,140.16,136291600,133.14
140.58,140.79,139.8,140.39,130725000,133.36
140.11,140.21,139.49,139.87,115092200,132.86
139.79,141.66,139.63,140.74,138832200,133.69
139.92,140.46,139.46,140.32,121081000,133.29
140.34,140.45,138.99,139.25,143759700,132.27
138.52,139.3,136.92,137,193927300,130.14
136.51,137.56,136.46,137.1,127765900,130.23
136.28,136.77,134.92,136.55,213377700,129.71
135.1,136.61,134.49,135.74,220752500,128.94
136.68,136.85,135.71,136.02,150600000,129.21
135.17,136.87,135.11,135.61,153032400,128.82
134.31,135.61,133.91,134.11,163910000,127.39
134.02,134.81,133.13,133.34,207629300,126.66
133.94,134.55,132.8,132.83,207265500,126.18
132.86,133.02,130.79,130.86,247992900,124.3
131.37,131.6,129.55,129.74,319615900,123.24
130.16,132.02,129.95,131.97,177861100,125.36
132.31,133.23,131.34,132.2,197531200,125.58
131.25,132.46,129.99,132.27,204958400,125.64
132.63,132.84,131.42,132.53,167357600,125.89
132.48,132.85,131.78,132.1,135465600,125.48
133.16,133.93,131.17,133.7,152883500,127
132.56,133.69,131.49,131.76,162370400,125.16
131.71,132.45,130.34,131.47,196186000,124.88
129.41,131.5,128.16,128.16,253240900,121.74
128.39,128.74,127.14,128.1,202545800,121.68
127.85,129.26,127.78,129.07,164149400,122.6
129.97,132.03,129.93,131.97,184202800,125.36
133.47,133.53,131.78,132.05,184772700,125.43
131.71,133.13,131.29,133.1,143915400,126.43
134.17,134.25,131.28,131.41,169756100,124.83
131.79,133.01,131.16,132.92,181931800,126.26
132.53,133.36,131.62,132.07,172223900,125.45
132.34,134,131.98,133.47,230615500,126.78
133.38,134.26,133.1,134.14,169444500,128.08
133.58,134.73,133.28,134.4,131360900,128.33
135.08,136.25,134.37,135.7,137382600,129.57
135.71,136.1,134.27,135.48,206451800,129.36
135.64,135.78,132.33,132.44,205272200,126.46
133.13,133.71,132.62,133.46,130029200,127.43
132.05,132.1,130.85,131.32,146375700,125.39
131.7,132.38,130.93,131.98,141634000,126.02
132.42,133.43,131.97,133.17,108088000,127.15
132.29,132.99,131.28,132.79,169242100,126.79
135.2,136.27,134.85,136.1,212250900,129.95
136.48,136.65,135.52,136.51,129524500,130.34
136.48,137.51,136.34,137.41,80450000,131.2
136.9,137.8,136.29,136.79,126177500,130.61
135.47,135.77,134.85,135.49,151192100,129.37
135.38,135.57,134.7,135.32,103780500,129.21
136.01,136.23,133.68,134.14,167884800,128.08
134.21,134.6,133.38,134.16,141733400,128.1
133.38,134.23,132.6,133.51,143583200,127.48
133.86,135.89,133.84,135.75,129642600,129.62
135.44,135.83,134.9,135.43,97525200,129.31
135.97,136.64,134.55,136.36,138860300,130.2
136.04,137.64,135.96,137.37,113349700,131.16
137.65,138.18,137.21,137.73,129847300,131.51
136.95,137.16,136.32,136.47,142904500,130.3
134.47,136.38,133.84,135.09,145210900,128.99
135.19,135.25,133.03,133.93,173301200,127.88
134.21,134.56,133.25,133.96,129122300,127.91
135.89,136.46,135.26,136.17,156526500,130.02
136.89,139.07,136.14,138.68,236768900,132.41
138.52,139.34,138.27,138.68,106782000,132.41
138.49,138.87,137.71,137.71,120575900,131.49
138.7,138.73,137.4,137.59,138293800,131.37
136.55,137.57,135.58,136.64,199556600,130.47
138.56,139.64,136.68,139.35,157825000,133.05
139.72,140.17,139.56,139.62,86326200,133.31
140.18,140.92,140.03,140.32,109545100,133.98
139.85,140.65,139.81,140.49,89754700,134.14
140.29,140.89,140.15,140.61,90291700,134.26
140.04,140.89,139.81,140.84,99792700,134.48
140.6,140.84,140.04,140.77,79426900,134.41
141.29,141.38,140.37,140.79,102379400,134.43
140.64,141.19,140.55,140.95,71085900,134.58
141.15,142.16,140.8,141.99,112014200,135.58
142.23,142.3,141.86,142.18,90813700,135.76
141.98,142.22,141.59,142.19,78255700,135.77
142.54,143.09,141.45,141.76,105581100,135.36
141.4,142.05,141.07,141.82,133243500,135.41
141.47,141.48,140.44,140.66,111466400,134.31
140.31,141.83,140.22,141.51,99481200,135.12
141.89,142.08,141.34,141.54,68785900,135.15
141.18,141.84,140.97,141.4,75689600,135.01
141.52,141.89,141.12,141.51,65421300,135.12
140.9,140.94,140.19,140.49,96589900,134.14
141.29,141.82,140.36,141.16,151970400,134.78
141.04,141.46,140.13,141.03,120226200,134.66
141.09,141.47,140.63,140.91,100660300,134.54
141.76,143.78,141.75,143.77,158272500,137.27
144.01,144.39,143.88,144.33,107272100,137.81
144.19,144.44,143.46,143.51,86458500,137.03
143.6,144.37,143.56,143.91,88760000,137.41
144.39,144.55,143.9,144.39,87640900,137.87
144.37,147.04,143.99,146.59,225470200,139.97
146.88,148.11,146.76,147.24,169777000,140.59
146.94,147.19,146.37,146.74,119427800,140.11
146.49,146.81,146.25,146.62,98326600,140
146.79,147.17,146.41,146.7,128318300,140.07
146.03,146.79,145.63,146.71,154009800,140.08
146.64,146.67,145.81,145.87,108737500,140.02
145.15,145.98,145.04,145.65,95682000,139.81
145.96,146.24,144.06,144.1,133165200,138.32
144.07,144.11,142.95,143.29,146502200,137.55
143.89,144.97,143.51,144.64,111830300,138.84
144.09,144.56,143.46,143.97,150696100,138.2
144.52,145.69,144.01,144.35,135911200,138.56
144.92,145.15,143.83,144.5,113422200,138.71
144.89,145.43,144.13,145.09,121283100,139.27
145.64,146.34,145.44,146.13,124311600,140.27
146.91,147.16,145.7,146.14,124842100,140.28
145.6,146.12,145.31,145.64,78415400,139.8
145.53,145.65,144.15,144.2,148872900,138.42
144.18,144.32,143.09,143.28,124247500,137.54
144.28,144.49,143.33,143.36,123601500,137.61
143.46,143.95,142.58,142.89,124181900,137.16
143.23,144.23,142.77,144.08,107689100,138.31
144.76,145.64,144.66,145.54,108815500,139.71
145.64,146.32,145.42,146.2,128834100,140.34
145.82,146.52,145.33,145.82,148108500,139.98
145.55,145.56,143.05,143.39,185645200,137.64
143.15,143.67,142.28,143.41,125578600,137.66
141.86,142.06,140.83,141.42,192056300,135.75
141.93,142.1,140.8,141.02,120179400,135.37
142.02,142.28,140.57,141.43,134457400,135.76
141.3,141.84,140.39,141.35,146023500,135.68
141.85,142.03,140.68,141.35,103438500,135.68
141.65,143.01,141.52,142.83,100995600,137.11
143.68,143.72,141.41,141.56,137702200,135.89
141.35,142.17,140.93,141.85,98378500,136.16
142.28,143.52,142.13,142.96,107068100,137.23
141.66,141.68,139.06,139.72,264304500,134.12
139.7,140.41,137.93,138.04,181517300,132.51
137.62,139.44,137.55,138.16,201055300,132.62
138.59,138.81,137.96,138.27,97677500,132.73
137.54,139.25,137.36,137.79,123018300,132.27
138.21,138.43,135.62,135.93,191505000,130.48
135.98,136.49,135.18,135.7,178128400,130.26
135.9,136.64,134.7,136.37,239483900,130.9
137.9,139.15,136.41,139.13,151495800,133.55
138.91,139.42,138.08,139.19,119807400,133.61
139.31,139.57,139.03,139.45,81710800,133.86
140.13,141.4,140.04,141.35,65409200,135.68
140.65,141.36,140.19,141.05,100124400,135.4
140.91,141.39,140.24,140.33,128646200,134.71
